,date,open,high,low,close,adj_close,Volume,r_pos_score,r_neu_score,r_neg_score,t_pos_score,t_neu_score,t_neg_score
0,2017-11-09,0.02516,0.03506,0.025006,0.032053,0.032053,18716200.0,0.145001,0.8285367142857142,0.026501,,,
1,2017-11-10,0.032219,0.033348,0.026451,0.027119,0.027119,6766780.0,0.06796975,0.9109385,0.02096975,0.0824588313253012,0.8747540120481927,0.0427781084337349
2,2017-11-11,0.026891,0.029659,0.025684,0.027437,0.027437,5532220.0,0.0890724285714285,0.8702152857142857,0.0407152857142857,0.0548163846153846,0.9115317692307692,0.0336625384615384
3,2017-11-12,0.02748,0.027952,0.022591,0.023977,0.023977,7280250.0,0.099626,0.845001,0.055376,0.0423108591549295,0.9331277605633804,0.0245643802816901
4,2017-11-13,0.024364,0.0263,0.023495,0.025808,0.025808,4419440.0,0.0986885,0.870876,0.030376,0.0663184603174603,0.9263978253968254,0.0073025873015873
5,2017-11-14,0.025797,0.026788,0.025342,0.02623,0.02623,3033290.0,0.0752867142857142,0.9075724285714284,0.0171438571428571,0.0652368490566037,0.9235198679245282,0.011255716981132
6,2017-11-15,0.026116,0.027773,0.025261,0.026445,0.026445,6858800.0,0.1263343333333333,0.8479343333333333,0.0257343333333333,0.0557189487179487,0.898932623931624,0.0453428803418803
7,2017-11-16,0.026583,0.02817,0.025654,0.02758,0.02758,4888130.0,0.1237787777777777,0.8401121111111112,0.036001,0.0563422698412698,0.914596238095238,0.029080365079365
8,2017-11-17,0.027143,0.027436,0.025184,0.025773,0.025773,3578870.0,0.1333152857142857,0.8311152857142857,0.0355724285714285,0.0725227391304347,0.8869314347826086,0.0405488260869565
9,2017-11-18,0.025597,0.027122,0.024748,0.026369,0.026369,2930550.0,0.0903009999999999,0.8848010000000001,0.024901,0.0724608540145985,0.8822929708029197,0.0452418759124087
10,2017-11-19,0.026243,0.028478,0.025581,0.028084,0.028084,4725050.0,0.1181314347826087,0.8464357826086956,0.035392304347826,0.0646438571428571,0.8619581428571428,0.073401
11,2017-11-20,0.028152,0.0323,0.027612,0.029581,0.029581,16172400.0,0.1286676666666666,0.8449269259259259,0.0263343333333333,0.044001,0.9100459438202247,0.0459672921348314
12,2017-11-21,0.029587,0.029709,0.027404,0.02833,0.02833,5836790.0,0.0687787777777777,0.8794454444444445,0.0517417407407407,0.0604150127388534,0.8980328471337579,0.0415678789808917
13,2017-11-22,0.028399,0.029034,0.027891,0.028549,0.028549,4938480.0,0.1394064054054054,0.8016226216216216,0.0319199189189189,0.0711040927835051,0.8741968762886597,0.0546917216494845
14,2017-11-23,0.02854,0.028678,0.027444,0.027444,0.027444,5132300.0,0.1012232222222222,0.8522787777777778,0.018751,0.1075370824742268,0.837279350515464,0.0551865670103092
15,2017-11-24,0.027406,0.028597,0.026963,0.028382,0.028382,5502350.0,0.1178733404255319,0.8561924893617021,0.0259158936170212,0.105582081081081,0.8540009999999999,0.0403928918918918
16,2017-11-25,0.028324,0.030447,0.027747,0.030447,0.030447,6156460.0,0.1139042258064516,0.8667106774193548,0.0193558387096774,0.0675980149253731,0.9072248805970148,0.0251801044776119
17,2017-11-26,0.030437,0.039855,0.030118,0.036332,0.036332,30527100.0,0.0840009999999999,0.8493086923076922,0.0666163846153846,0.0755575217391304,0.8903488260869564,0.0340879565217391
18,2017-11-27,0.036619,0.057127,0.036619,0.050593,0.050593,77777296.0,0.079001,0.8866676666666666,0.0343040303030303,0.0624618695652173,0.9053662173913044,0.0321749130434782
19,2017-11-28,0.050627,0.13173,0.047949,0.119744,0.119744,240338000.0,0.1287657058823529,0.8418245294117647,0.0294421764705882,0.0522068823529411,0.9164892352941176,0.0313127647058823
20,2017-11-29,0.118235,0.146906,0.081436,0.089718,0.089718,210624992.0,0.0926455497630331,0.8624133222748815,0.0449156919431279,0.058723033898305,0.915323033898305,0.0259535423728813
21,2017-11-30,0.09493,0.128303,0.09493,0.119883,0.119883,124345000.0,0.0894605469255663,0.8532890258899677,0.0572663721682848,0.0550375448504983,0.9200840564784052,0.0248780764119601
22,2017-12-01,0.116622,0.131352,0.113031,0.131352,0.131352,73657600.0,0.0948248636363636,0.8635123636363636,0.0416373636363636,0.0684269259259259,0.8821835396825396,0.0493740158730158
23,2017-12-02,0.131633,0.138869,0.129132,0.132351,0.132351,56712600.0,0.111736632183908,0.8430278199233716,0.0375795440613026,0.0663053478260869,0.8809901304347826,0.052714768115942
24,2017-12-03,0.132351,0.13922,0.124945,0.131807,0.131807,46458900.0,0.0937047037037037,0.8450454444444445,0.0464528518518518,0.0591083170731707,0.8818449024390244,0.0590644146341463
25,2017-12-04,0.131546,0.145946,0.12635,0.13587,0.13587,76392704.0,0.1116852105263157,0.8359893040935673,0.046439596491228,0.0371412714932126,0.9296209095022624,0.0332453438914027
26,2017-12-05,0.135625,0.136404,0.126777,0.127488,0.127488,50381100.0,0.1201297878787878,0.8452737272727273,0.0346525151515151,0.0540545714285714,0.9143268928571427,0.0316304642857142
27,2017-12-06,0.126748,0.132855,0.113886,0.117839,0.117839,75688800.0,0.1290949597315436,0.8265647583892617,0.0309003288590604,0.0449647096774193,0.9123558387096772,0.0426703548387096
28,2017-12-07,0.117766,0.124176,0.105501,0.105501,0.105501,71024600.0,0.1011777955801105,0.8579015524861878,0.0409291767955801,0.053760336099585,0.9178889668049792,0.0283412489626556
29,2017-12-08,0.106142,0.120726,0.099136,0.115465,0.115465,70092400.0,0.0904935373134328,0.8614412985074626,0.0331353283582089,0.0688521450381679,0.8726689389312977,0.0584857328244274
30,2017-12-09,0.114745,0.13866,0.113561,0.119609,0.119609,63308600.0,0.0925413225806451,0.8841703548387096,0.023267129032258,0.0523801208791208,0.905501,0.0420999010989011
31,2017-12-10,0.119794,0.119794,0.100133,0.110281,0.110281,46376600.0,0.103521,0.866881,0.029633,0.0619575217391304,0.9054937536231884,0.0325517246376811
32,2017-12-11,0.108927,0.121383,0.108638,0.121383,0.121383,39513900.0,0.0958167894736842,0.8640185438596492,0.0314045087719298,0.0655676666666666,0.8960676666666666,0.0383876666666666
33,2017-12-12,0.121177,0.138008,0.114222,0.133891,0.133891,60056800.0,0.0733213883495145,0.8922243009708738,0.0344961456310679,0.0564195185185185,0.8699676666666666,0.0736195185185185
34,2017-12-13,0.133739,0.141854,0.122368,0.134281,0.134281,61575000.0,0.1144917975460122,0.8492463987730062,0.0362893435582822,0.0856395135135135,0.8364942432432432,0.0778793783783783
35,2017-12-14,0.133667,0.240753,0.131843,0.240753,0.240753,309307008.0,0.1164429889502762,0.8411059723756906,0.0369678508287292,0.085101977198697,0.826414680781759,0.088473312703583
36,2017-12-15,0.233209,0.233209,0.187032,0.213467,0.213467,207311008.0,0.1131715069124423,0.8377383271889401,0.0398811843317972,0.0636969064327485,0.9126384269005848,0.0236647426900584
37,2017-12-16,0.212875,0.447192,0.204233,0.404665,0.404665,581052032.0,0.0843777123287671,0.8717475753424657,0.0439051095890411,0.0487097719298245,0.927881701754386,0.0234045087719298
38,2017-12-17,0.386775,0.592417,0.378013,0.513011,0.513011,628142976.0,0.0962813468208092,0.8427668959537573,0.046544352601156,0.0580792241014799,0.9079714016913318,0.0339439175475687
39,2017-12-18,0.511939,0.526496,0.467403,0.518198,0.518198,253463008.0,0.1018880151770657,0.8452286559865093,0.0511797521079258,0.059167037735849,0.9119972264150944,0.028844396226415
40,2017-12-19,0.520268,0.589589,0.501083,0.531273,0.531273,279631008.0,0.0997229387755102,0.8443964081632653,0.0533479387755102,0.0656218609271523,0.8734281523178808,0.0609397417218543
41,2017-12-20,0.533705,0.533705,0.441621,0.486151,0.486151,182924000.0,0.0953882549019607,0.8594960980392158,0.0402289411764705,0.058610958506224,0.8807160760719225,0.0606856473029045
42,2017-12-21,0.490049,0.523619,0.456527,0.477851,0.477851,162926000.0,0.1026988417266187,0.8527420071942445,0.0409866115107913,0.0640661162790697,0.8754986744186046,0.0604405348837209
43,2017-12-22,0.478974,0.478974,0.293641,0.40715,0.40715,150972992.0,0.0971460980392156,0.8647304117647059,0.0381225686274509,0.0596392352941176,0.920201,0.0201627647058823
44,2017-12-23,0.41442,0.450368,0.392567,0.414027,0.414027,88865000.0,0.1004026736401673,0.84881689958159,0.050787610878661,0.0802401752577319,0.8749865670103092,0.0447680103092783
45,2017-12-24,0.416661,0.416661,0.347039,0.390029,0.390029,67372304.0,0.0967977032967033,0.856402098901099,0.0468361648351648,0.0622603703148425,0.8735872068965518,0.0641389310344827
46,2017-12-25,0.39233,0.4397,0.362807,0.416363,0.416363,122194000.0,0.0907990295566502,0.868257157635468,0.0409418866995073,0.0746563398058252,0.8967922621359223,0.0285592524271844
47,2017-12-26,0.413573,0.430086,0.405608,0.428465,0.428465,94896000.0,0.1137641578947368,0.8293641578947369,0.0463852105263157,0.0690201082802547,0.8928767961783439,0.0380997261146496
48,2017-12-27,0.427107,0.430827,0.401098,0.414176,0.414176,82067504.0,0.1069526129032258,0.863264440860215,0.0297966989247311,0.0697398316151202,0.9089700721649484,0.0212862233676975
49,2017-12-28,0.41202,0.418934,0.367887,0.407701,0.407701,82263800.0,0.103335928229665,0.8526565023923445,0.0440105693779904,0.0683697707641196,0.9041139568106312,0.0275059833887043
50,2017-12-29,0.410457,0.556879,0.403945,0.529299,0.529299,266403008.0,0.1147333232323232,0.8457686767676768,0.0394908989898989,0.0546485903614457,0.9232690722891566,0.0220913614457831
51,2017-12-30,0.528316,0.777385,0.471556,0.639243,0.639243,645155968.0,0.1018915109489051,0.8373294671532846,0.0571141386861313,0.0761068091286307,0.9021980954356846,0.0217126182572614
52,2017-12-31,0.642581,0.754446,0.642297,0.719695,0.719695,305947008.0,0.0983715463182897,0.849604325415677,0.0472836603325415,0.0648881989860583,0.9170681736375158,0.0180554993662864
53,2018-01-01,0.718847,0.730051,0.671941,0.728657,0.728657,150186000.0,0.1021753119266055,0.846955128440367,0.0463037522935779,0.0766244887737478,0.9054535043177891,0.0179267340241796
54,2018-01-02,0.724676,0.794646,0.697856,0.782587,0.782587,289712000.0,0.1034590152671755,0.8424819160305344,0.050237641221374,0.0746752081447963,0.9104625384615384,0.0148697782805429
55,2018-01-03,0.779681,1.08567,0.778578,1.07966,1.07966,657398016.0,0.0993359056603773,0.8614208113207548,0.0392132641509433,0.0655915511811023,0.9178183228346456,0.0165868267716535
56,2018-01-04,1.09403,1.32721,1.03765,1.11412,1.11412,593430016.0,0.1001122565445026,0.8553596387434556,0.0432339842931937,0.0717700265486725,0.9072372831858408,0.0209939203539823
57,2018-01-05,1.17115,1.25242,0.903503,0.999559,0.999559,508100000.0,0.1034376197183098,0.8375513791982665,0.0546662221018418,0.0687778729641693,0.9029537687296416,0.0282746156351791
58,2018-01-06,0.997,1.05401,0.929183,1.02715,1.02715,297615008.0,0.1061230556745182,0.8389731627408994,0.0527290513918629,0.0729159171270718,0.9032827679558012,0.0237888453038674
59,2018-01-07,1.02415,1.04396,0.991391,1.00852,1.00852,226067008.0,0.1099425041782729,0.8426360974930361,0.0474160417827298,0.0763504623655914,0.8968087956989247,0.0268343333333333
60,2018-01-08,0.999329,0.999329,0.764328,0.899002,0.899002,264460992.0,0.0959198405797101,0.8569546231884058,0.0471169420289855,0.0752311710730948,0.904422461897356,0.0203524774494556
61,2018-01-09,0.898185,0.919436,0.796177,0.814743,0.814743,209492000.0,0.0889691159420289,0.8568067971014492,0.0513227391304347,0.0788626803278688,0.8973534590163934,0.0237868606557377
62,2018-01-10,0.815872,0.816252,0.676835,0.793121,0.793121,236472000.0,0.0915237963525835,0.8403930972644377,0.0589584468085106,0.0616527150395778,0.9150630052770448,0.0232846411609498
63,2018-01-11,0.791522,0.791522,0.5725,0.688412,0.688412,229000992.0,0.121726888324873,0.8334248578680203,0.0448563299492385,0.0701785486827033,0.9090788923253148,0.0207489954180985
64,2018-01-12,0.695769,0.932269,0.659967,0.897508,0.897508,365795008.0,0.092954488372093,0.8649971240310078,0.0420552635658914,0.0641051420118343,0.9119181597633136,0.023986798816568
65,2018-01-13,0.91741,0.969325,0.836486,0.884124,0.884124,313215008.0,0.1035301666666666,0.8605385,0.0359301666666666,0.0730750318906605,0.9111684259681092,0.015757264236902
66,2018-01-14,0.881961,0.881961,0.749514,0.802262,0.802262,160712000.0,0.0916508316498316,0.868162616161616,0.0368326498316498,0.0690487528089887,0.920123191011236,0.0108338651685393
67,2018-01-15,0.795761,0.884506,0.777413,0.778587,0.778587,972993024.0,0.1029100909090909,0.8613516493506493,0.0357022987012987,0.0624136778783958,0.9251937554980596,0.0123981539456662
68,2018-01-16,0.780621,0.780621,0.479944,0.626493,0.626493,1632649984.0,0.091732543624161,0.8661486510067115,0.0421251610738255,0.0531775389082462,0.9292727770034842,0.017561975609756
69,2018-01-17,0.624123,0.678517,0.44062,0.629102,0.629102,1713769984.0,0.0971516276150627,0.8600219205020921,0.0428294518828451,0.0629950677966101,0.913985745762712,0.023015406779661
70,2018-01-18,0.631295,0.711008,0.591528,0.659843,0.659843,1285490048.0,0.0954023157894736,0.8597016578947368,0.0449088947368421,0.0646294444444444,0.909577,0.0257992222222222
71,2018-01-19,0.649544,0.68852,0.615936,0.650498,0.650498,584574016.0,0.104299245614035,0.8498562631578946,0.0414659122807017,0.0654958347107438,0.9151270330578511,0.0193873636363636
72,2018-01-20,0.656564,0.726242,0.647644,0.70751,0.70751,738798976.0,0.1029700721649484,0.8597587319587628,0.0372845051546391,0.0755215128205128,0.9007151025641026,0.0237804871794871
73,2018-01-21,0.706391,0.706391,0.590793,0.613163,0.613163,847731008.0,0.0954550229885057,0.8629837586206897,0.0358113448275862,0.0543466790123456,0.9299793950617284,0.0156815555555555
74,2018-01-22,0.614983,0.631485,0.521889,0.570458,0.570458,522984000.0,0.0968987272727272,0.8570350909090909,0.0460975909090909,0.0565601715976331,0.9299669763313608,0.0134654970414201
75,2018-01-23,0.566537,0.592231,0.520013,0.56307,0.56307,375958016.0,0.0911718860759493,0.8623617594936708,0.0464820126582278,0.0582803296089385,0.9153766983240224,0.0263487653631284
